"Date","Open","High","Low","Close","Volume","Market Cap"
"07-11-2018",112.92,113.65,109.62,111.51,14328200,1845744562
"06-11-2018",111.76,113.59,110.47,112.89,16887600,1862610990
"05-11-2018",111.98,112.89,109.5,111.34,14464400,1842412612
"04-11-2018",106.88,112.07,105.61,111.8,14673200,1849573636
"03-11-2018",105.77,107.39,104.89,106.87,10283100,1767744445
"02-11-2018",103.85,106.06,103.57,105.78,11916800,1749491460
"01-11-2018",104.04,105.56,102.81,103.88,10160300,1717819570
"31-10-2018",102.73,104.97,102.29,103.83,13314200,1716748936
"30-10-2018",101.45,102.74,101.04,102.55,15187300,1695313270
"29-10-2018",104.64,104.9,100.81,101.49,13488400,1677434170
"28-10-2018",104.14,106.58,102.12,104.98,19928900,1734804636
"27-10-2018",104.91,105.04,103.78,103.9,16064700,1716740148
"26-10-2018",106.22,106.66,104.78,105.02,14102000,1734945784
"25-10-2018",106.96,106.96,105.09,106.32,12371700,1756209752
"24-10-2018",108.08,109.09,106.56,106.95,11786500,1766289605
"23-10-2018",105.48,109.75,105.47,108.44,20239100,1790639465
"22-10-2018",105.0,106.05,104.05,105.46,15874800,1741135856
"21-10-2018",103.84,106.14,103.43,105.1,13189200,1734894272
"20-10-2018",103.76,104.72,103.36,103.78,14535300,1712010536
"19-10-2018",102.91,104.66,102.63,103.72,18523600,1711086721
"18-10-2018",105.54,106.62,102.08,102.91,23064100,1697724398
"17-10-2018",107.65,107.83,104.69,105.36,22030600,1738124804
"16-10-2018",107.2,108.33,105.92,107.39,19815100,1771409991
"15-10-2018",100.84,111.27,99.31,107.11,35911700,1766412876
"14-10-2018",102.15,103.35,100.81,100.91,13930300,1663862341
"13-10-2018",100.68,102.99,100.68,102.14,12537800,1683868356
"12-10-2018",100.07,103.64,99.68,100.71,14421900,1660059798
"11-10-2018",113.58,114.17,100.38,100.38,24185900,1654417117
"10-10-2018",113.59,113.67,111.03,113.46,164644000,1869589261
"09-10-2018",114.37,114.93,112.84,113.67,36076800,1872832238
"08-10-2018",113.57,116.27,112.72,114.28,107293000,1882431753
"07-10-2018",115.24,115.33,112.63,113.72,25004000,1872937898
"06-10-2018",114.92,115.3,113.41,115.07,22917000,1894916045
"05-10-2018",114.47,115.1,113.62,114.88,20766400,1891424973
"04-10-2018",114.74,116.26,113.45,114.53,25737300,1885443083
"03-10-2018",116.79,117.6,112.11,114.69,24600100,1887628200
"02-10-2018",114.4,119.82,112.81,116.83,31906300,1922595949
"01-10-2018",115.67,117.01,113.11,114.52,20659400,1884299929
"30-09-2018",114.89,116.72,114.08,116.26,26235500,1912556685
"29-09-2018",117.0,117.04,112.46,114.86,34176800,1889347952
"28-09-2018",119.35,121.55,115.9,117.06,35421800,1925043207
"27-09-2018",115.12,121.08,113.88,119.25,38769800,1960893408
"26-09-2018",116.45,117.58,113.2,115.59,29067600,1900363145
"25-09-2018",115.4,116.4,111.93,116.4,30107600,1913350726
"24-09-2018",122.34,123.23,115.13,115.48,32909400,1897872569
"23-09-2018",122.27,127.71,120.82,122.5,53467200,2012832274
"22-09-2018",123.54,125.21,118.0,122.22,29282500,2007873773
"21-09-2018",116.13,124.24,115.77,123.74,46774300,2032547812
"20-09-2018",109.53,116.3,109.53,116.28,37921600,1909698835
"19-09-2018",112.49,112.93,106.06,109.51,35204700,1798307971
"18-09-2018",106.61,113.0,104.58,112.45,35111400,1846166604
"17-09-2018",117.5,120.21,107.19,107.19,40377800,1759595564
"16-09-2018",118.77,118.77,113.78,117.04,34245700,1920863921
"15-09-2018",116.72,122.22,116.38,119.4,38659300,1959235486
"14-09-2018",112.13,117.37,109.85,116.97,43837300,1919056982
"13-09-2018",104.6,116.13,104.6,112.03,42702500,1837824483
"12-09-2018",105.85,106.01,97.58,104.32,37938300,1711015737
"11-09-2018",106.0,109.2,102.17,105.64,32241000,1732402747
"10-09-2018",105.97,109.15,104.46,105.64,33801900,1732077992
"09-09-2018",104.29,110.73,101.46,106.22,38884300,1741174254
"08-09-2018",111.89,114.94,102.17,104.33,29966300,1709957365
"07-09-2018",117.2,119.75,110.97,111.88,34706300,1833388778
"06-09-2018",115.55,117.97,108.82,117.49,47806200,1924973099
"05-09-2018",137.88,140.1,115.06,115.06,54877800,1884901327
"04-09-2018",135.14,139.79,134.86,137.95,52929600,2259421704
"03-09-2018",120.11,135.58,119.27,135.56,53805800,2219801766
"02-09-2018",120.99,124.92,116.67,120.5,35711900,1972847418
"01-09-2018",116.28,124.19,115.58,120.97,52810000,1980323981
"31-08-2018",103.2,117.49,102.98,116.66,57364500,1909340829
"30-08-2018",103.7,105.99,97.17,102.81,35257200,1682464790
"29-08-2018",107.63,108.13,101.34,103.55,19745900,1694267641
"28-08-2018",104.54,107.75,102.59,107.52,22513800,1758899674
"27-08-2018",95.27,104.63,93.55,104.53,28849600,1709618231
"26-08-2018",92.8,95.3,91.3,95.3,46481300,1558438124
"25-08-2018",93.66,96.33,92.1,92.54,17631600,1513029695
"24-08-2018",90.2,94.27,88.63,93.76,29263100,1532691668
"23-08-2018",89.87,91.38,88.9,90.06,19364700,1471976699
"22-08-2018",94.95,98.56,88.33,90.08,21752000,1472014016
"21-08-2018",93.2,96.51,92.25,94.92,21602300,1550747177
"20-08-2018",98.4,102.05,93.37,93.37,22207700,1525302234
"19-08-2018",98.21,98.86,95.0,98.42,17273400,1607490813
"18-08-2018",99.41,104.9,95.1,98.17,29601700,1602981637
"17-08-2018",91.01,101.16,90.83,99.2,25798500,1619620931
"16-08-2018",89.35,92.65,88.95,91.08,20515800,1486725029
"15-08-2018",84.59,94.02,84.59,89.55,23635100,1461496000
"14-08-2018",88.03,88.03,79.24,84.18,31742700,1369310134
"13-08-2018",93.18,97.4,88.13,88.24,25503900,1435328559
"12-08-2018",93.49,95.62,92.15,93.21,18323700,1516148059
"11-08-2018",92.18,96.99,88.09,93.62,30488100,1522869462
"10-08-2018",100.47,101.16,90.82,91.72,23751500,1492006641
"09-08-2018",94.72,101.94,94.72,100.53,24062700,1635340718
"08-08-2018",108.04,108.04,93.4,94.53,31289400,1537758378
"07-08-2018",114.09,117.8,108.04,108.04,24304400,1757438611
"06-08-2018",117.48,119.88,112.68,113.55,21437100,1847003092
"05-08-2018",114.06,117.68,111.99,117.27,20136800,1907661637
"04-08-2018",120.16,121.03,113.46,113.99,19018600,1854290576
"03-08-2018",122.55,122.55,115.45,120.02,22482600,1952313744
"02-08-2018",128.04,130.5,121.08,122.79,24394700,1997437586
"01-08-2018",122.27,129.4,119.94,128.15,31815200,2084643395
"31-07-2018",131.56,134.15,121.4,122.32,31704100,1989710900
"30-07-2018",135.57,135.7,128.95,131.8,28947100,2143737114
"29-07-2018",139.7,141.35,134.63,135.36,29691600,2201591114
"28-07-2018",140.11,141.27,138.46,139.4,23366000,2267284762
"27-07-2018",136.82,142.07,135.06,140.06,27555400,2278075753
"26-07-2018",142.98,144.63,135.96,136.81,30321500,2224803531
"25-07-2018",145.89,148.3,138.41,142.74,32155300,2320680437
"24-07-2018",133.84,148.01,132.5,147.4,41505800,2396052739
"23-07-2018",128.54,140.03,128.54,133.57,54845300,2170944419
"22-07-2018",131.88,133.28,127.98,128.72,34691600,2091722948
"21-07-2018",129.82,132.62,127.58,132.13,22586300,2146656580
"20-07-2018",139.55,139.55,128.82,130.17,37618500,2114450671
"19-07-2018",139.6,143.68,138.55,139.53,30172600,2266122953
"18-07-2018",144.07,149.36,138.12,139.77,30846300,2269455916
"17-07-2018",135.18,146.96,134.99,144.07,40091900,2338942489
"16-07-2018",123.98,135.38,122.94,135.27,33018400,2195714759
"15-07-2018",123.13,125.87,121.67,123.96,22403800,2011654080
"14-07-2018",122.4,123.82,121.05,123.22,20547700,1999239208
"13-07-2018",120.82,124.65,120.66,122.53,23792500,1987706925
"12-07-2018",125.45,126.11,118.14,120.24,28289200,1950191681
"11-07-2018",121.52,129.87,121.52,125.39,35463900,2033296836
"10-07-2018",135.6,136.86,121.42,121.48,31309100,1969531060
"09-07-2018",137.93,141.16,135.48,135.73,33160900,2200247171
"08-07-2018",135.28,140.01,134.49,138.12,25550900,2238474381
"07-07-2018",133.83,135.63,130.73,135.61,27346900,2197415127
"06-07-2018",138.38,139.08,131.25,134.04,32393700,2171632012
"05-07-2018",139.24,141.22,134.87,138.75,33014500,2247516461
"04-07-2018",138.6,146.5,137.21,138.4,31732500,2241297272
"03-07-2018",140.12,143.93,137.0,138.46,33954300,2241910620
"02-07-2018",130.26,142.86,128.34,140.5,41012600,2274505681
"01-07-2018",131.05,133.8,126.12,129.77,32338800,2100427300
"30-06-2018",126.71,135.1,126.69,131.01,33426400,2119967745
"29-06-2018",117.3,127.84,115.48,126.78,34762700,2051160838
"28-06-2018",128.85,133.99,114.87,115.81,48284400,1873340096
"27-06-2018",120.63,130.26,119.7,128.71,39016100,2081601200
"26-06-2018",126.72,129.62,120.73,120.82,35735700,1953595440
"25-06-2018",121.18,129.53,120.96,126.76,37688900,2049297664
"24-06-2018",115.15,124.4,109.01,121.29,45338000,1960472985
