"Date","Open","High","Low","Close","Volume","Market Cap"
"07-11-2018",0.265875,0.265875,0.253465,0.256718,78967900,4866526126
"06-11-2018",0.246849,0.267038,0.246849,0.265596,101099000,5051846626
"05-11-2018",0.240807,0.246755,0.239831,0.246529,54187000,4668795349
"04-11-2018",0.235788,0.244596,0.234853,0.241638,57585400,4570235952
"03-11-2018",0.234098,0.239844,0.232162,0.235706,50502800,4458040686
"02-11-2018",0.223014,0.236297,0.223014,0.234244,50452100,4430389054
"01-11-2018",0.22436,0.24053,0.22251,0.222945,38696300,4216672630
"31-10-2018",0.226218,0.227941,0.217748,0.223471,42791700,4226621136
"30-10-2018",0.2222,0.226328,0.221782,0.225093,43111300,4257296595
"29-10-2018",0.231678,0.232719,0.221143,0.222357,45544800,4205428747
"28-10-2018",0.229188,0.23408,0.227392,0.232871,39381600,4400041270
"27-10-2018",0.233858,0.235208,0.2282,0.22876,38499600,4322364918
"26-10-2018",0.235332,0.236927,0.230687,0.234011,35741700,4421581294
"25-10-2018",0.237535,0.239069,0.233741,0.235646,39745700,4452474224
"24-10-2018",0.241749,0.244423,0.236891,0.23776,39973400,4492417744
"23-10-2018",0.242491,0.246983,0.239368,0.242215,39384600,4576593892
"22-10-2018",0.240374,0.244095,0.238244,0.242361,40765500,4579024962
"21-10-2018",0.243722,0.248253,0.23973,0.241724,46623600,4566989754
"20-10-2018",0.245219,0.249199,0.240961,0.244182,60012800,4613429868
"19-10-2018",0.238869,0.246234,0.234606,0.242853,45872300,4588320240
"18-10-2018",0.240969,0.245978,0.232275,0.239452,59461700,4523608150
"17-10-2018",0.229563,0.243272,0.227609,0.240403,74599800,4541492208
"16-10-2018",0.222475,0.229817,0.222002,0.227978,42468100,4306769442
"15-10-2018",0.209662,0.230353,0.20793,0.223001,71749600,4212626857
"14-10-2018",0.214765,0.219311,0.208793,0.210144,36498700,3969750132
"13-10-2018",0.215589,0.219563,0.214387,0.21481,46116600,4057893683
"12-10-2018",0.206477,0.218393,0.206083,0.216032,48988300,4080977824
"11-10-2018",0.240941,0.240941,0.206578,0.207037,75872400,3911056722
"10-10-2018",0.243664,0.245796,0.238212,0.241593,40184400,4563840783
"09-10-2018",0.249569,0.250283,0.242846,0.243915,40657100,4607377217
"08-10-2018",0.243991,0.254004,0.2412,0.249009,41913600,4703438163
"07-10-2018",0.242372,0.246788,0.237606,0.245138,33460000,4610267780
"06-10-2018",0.245137,0.247914,0.238837,0.239771,34392600,4509331544
"05-10-2018",0.2435,0.24762,0.240469,0.245192,38001100,4608341045
"04-10-2018",0.240654,0.248393,0.24002,0.244278,36170200,4590500914
"03-10-2018",0.247934,0.249178,0.237829,0.241136,47661800,4531062317
"02-10-2018",0.258257,0.259782,0.248286,0.248286,50886900,4665414407
"01-10-2018",0.259081,0.263545,0.253404,0.258404,67813900,4855400373
"30-09-2018",0.254448,0.262696,0.252677,0.259599,64864600,4877853750
"29-09-2018",0.252453,0.259334,0.245518,0.253908,54822100,4770919197
"28-09-2018",0.259997,0.262948,0.249273,0.254127,63003000,4775034070
"27-09-2018",0.243985,0.264678,0.243985,0.259216,99370800,4870655434
"26-09-2018",0.250619,0.257956,0.238515,0.244767,89889500,4599159265
"25-09-2018",0.258395,0.258395,0.233449,0.252306,118361000,4740816230
"24-09-2018",0.279833,0.282503,0.254954,0.259048,135616000,4867361157
"23-09-2018",0.239433,0.300275,0.238815,0.281478,317587000,5288807424
"22-09-2018",0.248064,0.249508,0.231003,0.239225,76614200,4493941301
"21-09-2018",0.233042,0.275536,0.231694,0.249211,182926000,4681532048
"20-09-2018",0.206568,0.241435,0.205852,0.231897,89258100,4356281235
"19-09-2018",0.207512,0.211158,0.199817,0.206563,48741100,3880371196
"18-09-2018",0.196495,0.214757,0.194385,0.208417,55982400,3915030102
"17-09-2018",0.206108,0.208782,0.19563,0.196827,42653700,3697213440
"16-09-2018",0.203086,0.208485,0.199028,0.20651,41913100,3879098497
"15-09-2018",0.201211,0.205633,0.200511,0.203202,37685700,3816960760
"14-09-2018",0.206978,0.209517,0.198855,0.201743,49018400,3789554135
"13-09-2018",0.197915,0.211132,0.197915,0.207806,68042900,3903441230
"12-09-2018",0.201214,0.207005,0.186384,0.198293,81499500,3724697962
"11-09-2018",0.19148,0.206932,0.185084,0.201071,77490400,3776878662
"10-09-2018",0.191119,0.195371,0.188329,0.190839,51759700,3584583067
"09-09-2018",0.194291,0.202852,0.190194,0.192781,54678800,3621058411
"08-09-2018",0.207994,0.211684,0.19317,0.194437,52306100,3652163046
"07-09-2018",0.206841,0.211473,0.200723,0.207662,60828100,3900570821
"06-09-2018",0.205908,0.207484,0.195504,0.207484,71466100,3897226549
"05-09-2018",0.231953,0.233226,0.207437,0.207437,69435700,3894366300
"04-09-2018",0.221801,0.237544,0.22012,0.231268,52972600,4341761194
"03-09-2018",0.224672,0.232219,0.219134,0.225325,47867700,4230105401
"02-09-2018",0.229713,0.236545,0.221468,0.224744,44368300,4219197140
"01-09-2018",0.222309,0.233377,0.221976,0.229722,57559200,4312649897
"31-08-2018",0.221804,0.223162,0.214964,0.222076,49383600,4169106751
"30-08-2018",0.226858,0.229215,0.213161,0.220902,52981700,4147064340
"29-08-2018",0.234244,0.236947,0.223817,0.226211,59888100,4246730277
"28-08-2018",0.224904,0.236806,0.223158,0.234745,66510100,4406940470
"27-08-2018",0.213918,0.225866,0.213592,0.225437,50597200,4232116355
"26-08-2018",0.223861,0.223861,0.210491,0.21484,41019000,4033178256
"25-08-2018",0.221346,0.225616,0.21394,0.217795,37623300,4088652193
"24-08-2018",0.214871,0.22547,0.211178,0.219806,46565700,4126404441
"23-08-2018",0.213642,0.222162,0.206242,0.222162,50407300,4170632650
"22-08-2018",0.219224,0.238291,0.205148,0.206896,57593700,3884044444
"21-08-2018",0.217877,0.227195,0.210588,0.214708,57619800,4030697780
"20-08-2018",0.23002,0.235864,0.213588,0.216457,56916000,4063454059
"19-08-2018",0.223625,0.23174,0.217247,0.222723,58941500,4180901778
"18-08-2018",0.239124,0.24527,0.2206,0.224235,73536300,4209284639
"17-08-2018",0.215555,0.239695,0.215364,0.23812,85576200,4469930217
"16-08-2018",0.215885,0.221991,0.209144,0.216032,66979600,4055299279
"15-08-2018",0.218285,0.231441,0.216437,0.216954,98247500,4072606152
"14-08-2018",0.222632,0.222632,0.200299,0.216706,95074200,4067949718
