"Date","Open","High","Low","Close","Volume","Market Cap"
"03-07-2018",475.39,483.85,462.58,464.2,1683939968,46637067239
"02-07-2018",453.82,479.13,447.11,475.35,1625789952,47747743959
"01-07-2018",455.24,457.14,446.39,453.92,1511730048,45585861718
"30-06-2018",436.21,458.8,436.21,455.18,1475939968,45703302056
"29-06-2018",422.59,441.79,407.95,436.01,1564499968,43769409548
"28-06-2018",442.29,443.62,419.68,422.36,1360790016,42391125054
"27-06-2018",432.24,444.24,424.84,442.36,1368940032,44389430889
"26-06-2018",460.73,461.21,432.77,432.77,1356560000,43417898248
"25-06-2018",455.94,470.34,448.9,460.31,4007950080,46171165114
"24-06-2018",474.77,475.36,426.47,457.67,2490579968,45897156207
"23-06-2018",466.27,479.13,462.39,474.52,1651379968,47577076102
"22-06-2018",527.19,527.19,456.88,465.82,2226030080,46694859628
"21-06-2018",536.45,543.72,524.26,527.37,1462070016,52853921455
"20-06-2018",538.51,541.02,519.37,536.27,1596290048,53735032875
"19-06-2018",519.02,542.35,516.31,537.96,1726569984,53893191559
"18-06-2018",499.38,521.8,494.07,518.89,1513869952,51972519171
"17-06-2018",499.46,507.64,498.65,500.45,1264870016,50114921288
"16-06-2018",490.41,503.22,488.85,499.64,1314109952,50024018701
"15-06-2018",520.48,521.3,487.47,491.0,1808269952,49149084090
"14-06-2018",478.38,523.54,467.47,519.74,2458650112,52015066663
"13-06-2018",498.02,501.9,459.0,477.49,2080130048,47777150787
"12-06-2018",532.71,538.96,491.23,496.84,1932760064,49702985162
"11-06-2018",524.86,536.86,515.27,533.28,1982119936,53337466294
"10-06-2018",594.34,594.34,511.89,526.48,2234880000,52645885461
"09-06-2018",600.91,608.58,597.56,597.56,1519309952,59741701633
"08-06-2018",605.44,608.81,595.59,601.08,1637779968,60080608858
"07-06-2018",607.69,616.14,601.69,605.19,1880140032,60478879395
"06-06-2018",610.26,611.64,596.4,607.12,1756530048,60659842641
"05-06-2018",593.41,611.33,580.98,609.3,1844269952,60864980395
"04-06-2018",619.44,623.43,583.75,592.98,1903430016,59222873880
"03-06-2018",591.26,624.51,591.26,618.33,1832550016,61740821846
"02-06-2018",580.43,597.08,577.32,591.81,1880390016,59080880117
"01-06-2018",578.67,589.09,567.66,580.04,1945890048,57894350583
"31-05-2018",558.5,585.54,557.07,577.65,1985040000,57643138807
"30-05-2018",566.83,583.14,545.43,559.59,2053970048,55829809817
"29-05-2018",516.15,572.26,516.15,565.39,2330820096,56396587656
"28-05-2018",573.04,576.05,512.55,516.04,2356900096,51463146627
"27-05-2018",588.52,590.33,562.87,572.67,1788790016,57099072056
"26-05-2018",587.43,606.17,583.51,587.28,1694300032,58544016481
"25-05-2018",602.14,617.19,575.62,586.73,2110919936,58477440268
"24-05-2018",584.54,610.82,557.21,601.76,2791099904,59962094302
"23-05-2018",646.67,651.64,572.95,583.59,2995429888,58139666822
"22-05-2018",700.18,700.98,644.03,647.74,2230469888,64517663406
"21-05-2018",717.19,719.28,692.49,699.22,2005170048,69631032596
"20-05-2018",697.92,723.75,692.67,715.37,2156910080,71224213260
"19-05-2018",695.07,715.58,686.79,696.53,2021549952,69334147807
"18-05-2018",672.1,695.03,663.81,694.37,2305740032,69104455849
"17-05-2018",708.72,718.83,668.83,672.66,2350619904,66929938612
"16-05-2018",708.09,710.2,682.54,707.05,2476130048,70337446111
"15-05-2018",731.14,739.05,700.99,708.87,2523069952,70504110201
"14-05-2018",732.73,742.17,695.79,730.55,3005110016,72645181706
"13-05-2018",687.17,741.31,675.32,733.5,2362500096,72923278119
"12-05-2018",679.88,691.41,644.07,686.05,2668480000,68192028458
"11-05-2018",727.01,736.98,669.83,679.59,3290080000,67535702572
"10-05-2018",752.58,766.75,726.66,727.28,2748950016,72260117775
"09-05-2018",752.9,759.53,718.47,752.28,2877870080,74728439730
"08-05-2018",755.01,774.25,728.13,752.86,2920489984,74770813968
"07-05-2018",793.34,795.76,710.18,753.72,4316120064,74841655792
"06-05-2018",816.09,835.06,764.88,792.31,3105570048,78656662788
"05-05-2018",784.58,827.46,784.24,816.12,3035040000,81003446783
"04-05-2018",776.78,803.75,762.63,785.62,3533410048,77960306236
"03-05-2018",686.59,784.34,686.59,779.54,4210939904,77340839220
"02-05-2018",674.08,688.84,667.42,687.15,2822269952,68159979253
"01-05-2018",670.46,674.4,637.54,673.61,2678960128,66803233984
"30-04-2018",689.76,694.44,666.12,669.92,2853100032,66423712256
"29-04-2018",683.91,697.76,670.51,688.88,2740559872,68289153706
"28-04-2018",644.65,691.44,644.65,683.68,2496659968,67759208004
"27-04-2018",662.11,684.87,647.03,647.03,2598129920,64114105428
"26-04-2018",618.08,663.18,604.01,662.81,2984009984,65663946135
"25-04-2018",707.06,707.06,600.21,615.42,4216140032,60955966711
"24-04-2018",643.4,708.88,643.4,708.16,3581860096,70127342534
"23-04-2018",621.2,646.7,621.03,642.55,2386830080,63617020167
"22-04-2018",606.12,640.77,593.87,621.86,2426269952,61556034015
"21-04-2018",616.0,621.89,578.55,605.4,2612460032,59913832194
"20-04-2018",567.99,618.72,560.28,615.72,2849469952,60922818296
"19-04-2018",524.04,567.89,523.26,567.89,2256869888,56178772001
"18-04-2018",503.31,525.09,503.05,524.79,1762940032,51904227886
"17-04-2018",511.14,518.03,502.56,502.89,1760359936,49728519115
"16-04-2018",532.07,534.2,500.25,511.15,1758979968,50534185799
"15-04-2018",502.88,531.7,502.88,531.7,1726089984,52555419462
"14-04-2018",492.58,512.02,488.28,501.48,1519079936,49557725333
"13-04-2018",493.16,526.47,482.66,492.73,2419249920,48683660481
"12-04-2018",430.16,493.06,417.41,492.94,2519360000,48693844481
"11-04-2018",415.02,430.54,412.47,430.54,1439040000,42521044920
"10-04-2018",399.41,415.89,393.88,414.24,1196000000,40903130396
"09-04-2018",400.86,429.25,390.61,398.53,1478390016,39343018191
"08-04-2018",385.74,402.59,385.6,400.51,948488000,39530560784
"07-04-2018",370.38,393.06,369.94,385.31,951475008,38023057371
"06-04-2018",382.73,385.2,366.91,370.29,967105984,36532478896
"05-04-2018",379.95,387.72,369.82,383.23,1210680064,37802008408
"04-04-2018",416.48,417.47,375.31,380.54,1287730048,37528933631
"03-04-2018",387.31,418.97,383.53,416.89,1363399936,41105280498
"02-04-2018",379.7,395.17,377.59,386.42,1102259968,38093277842
"01-04-2018",397.25,400.53,363.8,379.61,1256930048,37413407420
"31-03-2018",395.0,418.47,392.95,396.46,1323920000,39066085342
"30-03-2018",385.9,409.93,368.63,394.64,1878130048,38879465944
"29-03-2018",448.08,450.81,385.81,385.97,1970230016,38016727209
"28-03-2018",450.29,466.21,444.86,446.28,1514179968,43948072321
"27-03-2018",489.59,491.46,449.97,450.12,1617939968,44316774118
"26-03-2018",524.29,526.38,470.44,489.95,1638880000,48228842327
"25-03-2018",522.7,535.82,515.66,524.29,1151170048,51598047955
"24-03-2018",542.57,545.38,526.08,526.44,1300009984,51799123912
"23-03-2018",539.86,540.49,512.13,539.62,1596349952,53084905906
"22-03-2018",562.1,577.57,523.09,539.7,1523459968,53082150649
"21-03-2018",559.1,589.61,550.57,561.73,1781270016,55237391316
"20-03-2018",556.72,567.09,521.2,557.17,1833680000,54777982164
"19-03-2018",546.63,558.1,519.12,556.73,2046790016,54722473140
"18-03-2018",551.64,551.64,460.09,538.64,2685499904,52934184182
"17-03-2018",601.68,609.15,549.1,552.78,1267810048,54312035489
"16-03-2018",611.78,623.17,587.86,601.67,1417350016,59103031871
"15-03-2018",614.84,620.62,579.51,611.3,1770460032,60037233577
"14-03-2018",691.22,702.78,594.1,614.29,1810560000,60318025226
"13-03-2018",698.15,713.73,682.35,690.83,1425959936,67819092121
"12-03-2018",724.41,742.51,683.27,699.83,1764999936,68688764839
"11-03-2018",685.31,735.83,668.12,723.34,1562680064,70981343639
"10-03-2018",730.16,748.03,682.7,686.89,1532960000,67390487259
"09-03-2018",702.2,729.16,648.11,728.92,2233019904,71498733754
"08-03-2018",752.57,773.77,696.17,704.6,1891640064,69098851661
"07-03-2018",816.27,825.61,726.55,752.83,2175419904,73813918307
"06-03-2018",853.82,853.82,809.93,816.95,1943069952,80083929891
"05-03-2018",866.85,869.92,853.52,853.68,1898489984,83667342992
"04-03-2018",856.19,867.95,840.28,866.68,1697939968,84923240778
"03-03-2018",856.71,868.45,855.21,857.22,1699369984,83979651073
"02-03-2018",871.76,876.38,852.42,856.85,1894419968,83925690001
"01-03-2018",856.01,880.3,851.92,872.2,1868519936,85410827047
"28-02-2018",877.93,890.11,855.12,855.2,1963980032,83728564149
"27-02-2018",870.36,896.26,867.1,878.27,2053980032,85968788108
"26-02-2018",845.28,880.39,842.32,869.32,2044480000,85074973200
"25-02-2018",839.46,853.15,822.38,844.81,1646960000,82659602549
"24-02-2018",861.59,879.53,818.55,840.52,1926579968,82222377928
"23-02-2018",811.59,886.32,794.79,864.19,2334820096,84520567485
"22-02-2018",849.26,875.93,802.67,812.84,2150370048,79482140044
"21-02-2018",894.14,912.38,830.56,849.97,2531729920,83095081059
"20-02-2018",943.57,965.27,892.95,895.37,2545260032,87514997546
"19-02-2018",921.67,957.78,921.55,943.86,2169019904,92235641556
"18-02-2018",973.35,982.93,915.45,923.92,2567290112,90267805476
"17-02-2018",944.75,976.59,940.75,974.11,2525720064,95151956513
"16-02-2018",934.79,950.01,917.85,944.21,2369449984,92211437654
"15-02-2018",923.73,951.95,911.11,936.98,2900100096,91485862822
"14-02-2018",844.28,926.43,844.28,923.56,2818370048,90157005929
"13-02-2018",869.29,870.71,828.84,845.26,2081170048,82496189206
"12-02-2018",817.51,875.94,817.51,868.71,2243450112,84767037716
"11-02-2018",859.29,859.29,788.22,814.66,2486650112,79476512347
"10-02-2018",882.47,917.4,825.58,860.41,2930530048,83922989198
"09-02-2018",818.48,884.0,788.83,883.86,2495820032,86191922699
"08-02-2018",755.84,845.09,755.84,817.81,3708189952,79733609806
"07-02-2018",790.43,851.2,723.43,757.07,3896179968,73796288509
"06-02-2018",707.74,796.44,574.42,793.12,6518269952,77294507868
"05-02-2018",834.96,856.65,644.6,697.95,4269530112,68005284183
"04-02-2018",964.67,969.03,805.06,834.68,2997090048,81310521832
"03-02-2018",919.21,991.94,847.69,964.02,3243480064,93890299032
"02-02-2018",1035.77,1035.77,757.98,915.78,6713290240,89173962074
"01-02-2018",1119.37,1161.35,984.82,1036.79,5261680128,100935354837
"31-01-2018",1071.09,1128.66,1034.5,1118.31,3757560064,108848638400
"30-01-2018",1184.13,1184.63,1058.97,1071.13,4107859968,104234481555
"29-01-2018",1246.7,1256.7,1169.08,1182.36,3715079936,115034583684
"28-01-2018",1111.78,1257.77,1111.78,1246.01,5372329984,121201618306
"27-01-2018",1055.75,1121.98,1042.12,1107.07,3002870016,107663911307
"26-01-2018",1052.7,1080.6,996.78,1055.17,3617690112,102595008990
"25-01-2018",1063.22,1104.66,1034.74,1056.03,4050190080,102657059605
"24-01-2018",987.48,1062.44,965.81,1058.78,3944039936,102902843882
"23-01-2018",1004.17,1023.23,920.54,986.23,3556699904,95831359552
"22-01-2018",1055.35,1089.1,930.74,1003.26,3810099968,97465684890
"21-01-2018",1155.68,1155.68,1021.5,1049.58,3378089984,101943726022
"20-01-2018",1044.95,1167.11,1044.95,1155.15,3975190016,112174461242
"19-01-2018",1028.82,1093.22,1003.71,1039.1,4084450048,100883462786
"18-01-2018",1016.44,1100.31,967.76,1036.28,5938319872,100588318055
"17-01-2018",1061.34,1090.23,780.92,1014.25,8545160192,98429091487
"16-01-2018",1292.63,1292.63,875.54,1053.69,8405139968,102231295311
"15-01-2018",1365.21,1390.59,1290.6,1291.92,4781100032,125319766537
"14-01-2018",1397.48,1400.56,1286.21,1366.77,4841630208,132554906162
"13-01-2018",1270.47,1432.88,1270.47,1396.42,5746760192,135400735922
"12-01-2018",1158.29,1296.04,1120.09,1273.2,5222300160,123426938667
"11-01-2018",1268.09,1337.3,1135.17,1154.93,7235899904,111937424561
"10-01-2018",1300.34,1417.38,1226.6,1255.82,9214950400,121689425203
"09-01-2018",1146.0,1320.98,1145.49,1299.74,7965459968,125917925182
"08-01-2018",1158.26,1266.93,1016.05,1148.53,8450970112,111244629093
"07-01-2018",1043.01,1153.17,1043.01,1153.17,5569880064,111670667774
"06-01-2018",995.15,1060.71,994.62,1041.68,4662219776,100852102738
"05-01-2018",975.75,1075.39,956.33,997.72,6683149824,96574936368
"04-01-2018",961.71,1045.08,946.09,980.92,6502859776,94924308783
"03-01-2018",886.0,974.47,868.45,962.72,5093159936,93146829617
"02-01-2018",772.35,914.83,772.35,884.44,5783349760,85552984077
"01-01-2018",755.76,782.53,742.0,772.64,2595760128,74724233458
"31-12-2017",712.21,760.35,710.12,756.73,2554269952,73170170967
"30-12-2017",753.82,753.82,685.23,717.26,3187780096,69338470696
"29-12-2017",740.39,770.12,729.61,753.59,2648969984,72835328712
"28-12-2017",762.21,763.32,701.19,737.02,2389149952,71219054808
"27-12-2017",774.97,789.25,738.41,762.84,2100029952,73698377070
"26-12-2017",763.37,786.79,760.93,773.84,2201159936,74744613931
"25-12-2017",698.87,782.52,698.87,765.83,2491760128,73955757349
"24-12-2017",721.77,721.77,614.92,694.15,2300549888,67019237420
"23-12-2017",681.32,763.9,679.73,719.39,2480339968,69441297649
"22-12-2017",822.64,827.68,543.76,674.86,4977710080,65129109277
"21-12-2017",820.24,880.54,792.69,821.06,3569060096,79221896341
"20-12-2017",827.52,845.06,756.0,819.09,3969939968,79014430828
"19-12-2017",793.9,881.94,785.34,826.82,4096549888,79743740362
"18-12-2017",721.73,803.93,689.23,794.65,3249230080,76623897492
"17-12-2017",696.24,735.83,696.24,719.97,2147389952,69409025338
"16-12-2017",686.19,718.39,680.79,696.21,2165690112,67103695920
"15-12-2017",696.38,697.13,621.06,684.45,2758710016,65956174321
"14-12-2017",700.59,753.12,664.99,695.82,3821580032,67036917107
"13-12-2017",644.91,747.99,597.8,702.77,4524539904,67692231422
"12-12-2017",522.29,657.32,504.49,651.43,5179829760,62733982232
"11-12-2017",440.36,516.97,439.1,515.14,1771440000,49597927198
"10-12-2017",472.79,472.79,429.51,441.72,1404179968,42520479602
"09-12-2017",457.34,504.15,456.25,473.5,2003849984,45570080683
"08-12-2017",434.99,466.06,422.37,456.03,2336379904,43879256076
"07-12-2017",426.37,441.4,414.41,434.41,2129570048,41789848007
"06-12-2017",462.6,462.71,420.21,428.59,1998259968,41220997942
"05-12-2017",470.29,473.56,457.66,463.28,1216720000,44548159326
"04-12-2017",466.05,474.78,453.31,470.2,1005550016,45204145125
"03-12-2017",463.7,482.81,451.85,465.85,990556992,44776362724
"02-12-2017",466.85,476.24,456.65,463.45,943649984,44535863933
"01-12-2017",445.21,472.61,428.31,466.54,1247879936,44823457369
"30-11-2017",431.21,465.5,401.24,447.11,1903040000,42947937239
"29-11-2017",473.28,522.31,425.07,427.52,2675940096,41057383009
"28-11-2017",480.52,482.48,466.35,472.9,1346499968,45405717909
"27-11-2017",471.53,493.4,468.48,480.36,1396480000,46111561438
"26-11-2017",465.97,472.72,451.61,471.33,1197779968,45235644662
"25-11-2017",475.68,485.19,461.05,466.28,1422080000,44741093552
"24-11-2017",412.5,480.97,402.76,474.91,2292829952,45560021462
"23-11-2017",381.44,425.55,376.09,410.17,1845680000,39340408036
"22-11-2017",360.31,381.42,360.15,380.65,800819008,36501878925
"21-11-2017",367.44,372.47,350.69,360.4,949912000,34552559750
"20-11-2017",354.09,372.14,353.29,366.73,807027008,35151847933
"19-11-2017",347.4,371.29,344.74,354.39,1181529984,33961430090
"18-11-2017",331.98,349.62,327.69,347.61,649638976,33305160559
"17-11-2017",330.17,334.96,327.52,332.39,621732992,31840349187
"16-11-2017",333.44,336.16,323.61,330.92,797254016,31692795453
"15-11-2017",337.96,340.91,329.81,333.36,722665984,31919060540
"14-11-2017",316.76,340.18,316.76,337.63,1069680000,32321383639
"13-11-2017",307.02,328.42,307.02,316.72,1041889984,30312834756
"12-11-2017",314.69,319.15,298.51,307.91,1613479936,29463540579
"11-11-2017",298.59,319.45,298.19,314.68,842300992,30105285828
"10-11-2017",320.67,324.72,294.54,299.25,885985984,28623188738
"09-11-2017",308.64,329.45,307.06,320.88,893249984,30685584327
"08-11-2017",294.27,318.7,293.1,309.07,967955968,29549552409
"07-11-2017",298.57,304.84,290.77,294.66,540766016,28165778801
"06-11-2017",296.43,305.42,293.72,298.89,579358976,28564296472
"05-11-2017",300.04,301.37,295.12,296.26,337657984,28307052341
"04-11-2017",305.48,305.48,295.8,300.47,416479008,28702737365
"03-11-2017",288.5,308.31,287.69,305.71,646339968,29197317355
"02-11-2017",290.73,293.91,281.17,287.43,904900992,27445442368
"01-11-2017",305.76,306.4,290.58,291.69,553864000,27846764494
"31-10-2017",307.38,310.55,305.88,305.88,369583008,29194751985
"30-10-2017",304.78,310.5,304.35,307.75,331441984,29367079933
"29-10-2017",296.38,313.76,296.38,305.09,551752000,29106827254
"28-10-2017",297.92,300.36,293.58,296.3,264424000,28262202960
"27-10-2017",296.51,299.26,294.06,297.42,257168992,28363439564
"26-10-2017",298.02,301.07,295.22,296.53,270272992,28271925666
"25-10-2017",298.44,301.85,290.72,297.92,325040000,28399185652
"24-10-2017",287.12,311.96,282.66,298.33,684281024,28431576038
"23-10-2017",295.1,295.75,277.58,286.95,482336000,27341319876
"22-10-2017",300.55,305.5,292.81,295.45,327387008,28144794782
"21-10-2017",303.57,303.93,291.77,300.19,408014016,28590314194
"20-10-2017",308.05,311.44,303.49,304.01,396672992,28947916800
"19-10-2017",314.54,316.71,305.83,308.09,349830016,29330304837
"18-10-2017",316.94,317.24,290.64,314.32,606113984,29917084625
"17-10-2017",333.48,333.48,311.79,317.08,509924000,30173609812
"16-10-2017",336.71,349.35,332.04,333.38,692884992,31718200756
"15-10-2017",339.53,342.72,320.43,336.6,635406976,32018244067
"14-10-2017",338.85,347.98,334.7,339.63,516561984,32301459659
"13-10-2017",304.08,348.6,299.66,338.76,1304359936,32213441854
"12-10-2017",303.5,309.15,303.29,304.14,527556992,28916525240
"11-10-2017",301.18,304.39,299.1,303.46,264146000,28847211568
"10-10-2017",297.6,306.15,293.17,299.87,359705984,28501667385
"09-10-2017",308.67,309.31,288.18,297.39,559467008,28261533648
"08-10-2017",311.06,312.54,308.03,308.61,293167008,29322710612
"07-10-2017",308.89,313.13,304.98,311.12,342204992,29557048403
"06-10-2017",295.15,308.84,294.95,308.59,318664000,29311483315
"05-10-2017",292.77,298.04,288.84,295.86,253747008,28098336333
"04-10-2017",292.75,299.39,290.89,292.66,257906000,27789444567
"03-10-2017",297.48,300.11,288.13,292.46,321680000,27766443809
"02-10-2017",302.48,302.92,294.58,297.48,339443008,28237763674
"01-10-2017",301.55,303.19,295.06,302.34,306184992,28694730559
"30-09-2017",291.48,303.96,291.11,301.46,332439008,28607406298
"29-09-2017",299.12,299.92,279.77,291.47,541374976,27654290280
"28-09-2017",306.47,307.2,295.47,299.15,501894016,28379292201
"27-09-2017",287.02,308.02,286.82,306.47,550243968,29068342956
"26-09-2017",292.35,293.75,287.02,287.44,345800992,27259015800
"25-09-2017",282.22,293.52,281.88,292.33,483160992,27718684465
